company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
M&E Staffing,2020-01-01,https://mestaffingusa.com/,"Little Rock, Arkansas, United States","Administrative Services, Community and Lifestyle, Health Care","Health Care, Staffing Agency, Women's",2469283.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,81796,False,False
Field Day,2021-01-01,https://www.heyfieldday.com/,"Portland, Oregon, United States",Internet Services,Online Portals,287891.0,"Field Day is an online platform that streamlines individuals, organizations, coordination, and communication to discover and engage with local nonprofits through group volunteer events.",1-10,1.0,Seed,2021-12-17,,Seed,,,1-10,Private,,,,,,2,2021,28049,False,False
DigiRevival Creative Agency,2020-01-01,https://digirevival.com,"San Angelo, Texas, United States","Design, Sales and Marketing","Digital Marketing, Graphic Design, Social Media Marketing, Web Design",1139873.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,54963,False,False
Macksime,2020-01-01,https://macksimenyc.com,"New York, New York, United States","Commerce and Shopping, Community and Lifestyle, Consumer Goods, Manufacturing","Consumer Goods, E-Commerce, Lifestyle, Manufacturing",1990446.0,"Macksime is a manufacturing company that specializes in creating performance bags and accessories. The company's products are designed to cater to an active lifestyle, suitable for work, gym, travel, and everyday life. The bags are made from heritage Italian leather and technical sport fabrics, handcrafted in Tuscany. The company also offers a leather crossbody bag, crafted from responsibly sourced leather and lined for durability. In addition to bags, Macksime also offers an adjustable baseball cap made from 100% organic washed cotton. The company is committed to social responsibility, with 1% of its proceeds going to support mothers in need.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,72007,False,False
Solatix,2022-01-01,https://solatix.io/,"New York, New York, United States","Blockchain and Cryptocurrency, Food and Beverage, Internet Services","Restaurants, Web3",436590.0,Solatix is an all-in-one web3 restaurant tech platform.,1-10,1.0,Seed,2023-04-13,,Pre-Seed,,,1-10,Private,,,,,,2,2022,35460,False,False
SPIRE Advisory Group,2019-01-01,https://spireadvisorygroup.com/,"Palo Alto, California, United States","Other, Professional Services, Sales and Marketing","Business Development, Management Consulting, Marketing, Professional Services",1631105.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,64765,False,False
Surrogacy Florida Consultants,2019-01-01,https://surrogateflorida.com,"Tampa, Florida, United States","Community and Lifestyle, Health Care, Professional Services","Consulting, Health Care, Health Diagnostics, Women's",1965035.0,"Surrogacy Florida Consultants provides fertility diagnosis, consulting, in vitro fertilization, and artificial insemination services. They offer services that include egg donation and clothing methods. An online inquiry form is available on the company's website.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,70826,False,False
Finotes,2018-03-01,https://finotes.com,"New Castle, Delaware, United States","Mobile, Platforms, Software","Android, Developer Tools, iOS, Mobile, Software",598746.0,Finotes is a lightweight mobile SDK that captures and reports bugs intelligently from live mobile apps and helps developers to reproduce  and fix bugs faster. It captures all types of bugs like  -high memory usage -function failure -execution delays -api call failures -network call response delays -crashes -custom issues.  It provides developers with data like  -activity trial with memory usage -stack trace -network request headers and body -function parameters All these data are captured from any device where bug occurs and are reported in realtime. Data rich bug report enable the developers to find and fix the bugs faster.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,41375,False,False
Funcxnal Technologies,2018-02-01,http://www.funcxnal.com,"San Francisco, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Marketing, Publishing",1355369.0,,11-50,,M&A,,,,,1.0,11-50,Private,,,,,,5,2018,59158,False,False
Lindrs,2021-01-01,https://www.lindrs.com/,"Charlotte, North Carolina, United States","Commerce and Shopping, Software","Marketplace, Rental, Software",1407281.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,61341,False,False
The Bold Owl,2019-01-01,https://theboldowl.com,"Los Angeles, California, United States","Community and Lifestyle, Content and Publishing, Media and Entertainment","Digital Media, Lifestyle, Publishing",2585161.0,"The Bold Owl is an online magazine that covers articles on lifestyle, health, business, and travel. Their topics include travel, love and relationships, fashion and beauty, animals, and more for all age groups and social classes.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,83107,False,False
Tower Press,2018-01-01,https://tower-press.com,"Atlanta, Georgia, United States","Consumer Goods, Content and Publishing, Manufacturing, Media and Entertainment, Sales and Marketing","Consumer Goods, Manufacturing, Personal Branding, Printing",1145937.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,54828,False,False
Black Collegiate Gaming Association,2020-01-01,https://bcgausa.org/,"Atlanta, Georgia, United States","Education, Gaming, Other, Professional Services","Association, Consulting, Education, Video Games",1944142.0,,11-50,,,,,,,,11-50,Private,,,0.0,1.0,,6,2020,71215,False,False
OrbisPay,2019-09-05,https://www.orbispay.me/,"New York, New York, United States","Administrative Services, Apps, Financial Services, Health Care, Lending and Investments, Other, Software","Apps, Consumer Lending, Credit, Employee Benefits, Finance, Financial Services, FinTech, Service Industry, Software, Wellness",229323.0,OrbisPay provides wages on-demand solution that allows employees to withdraw their accrued wages without having to wait for their paycheck. OrbisPay aims to empower the workers by bringing an end to predatory loans and unfair credit services.,11-50,,,,,,,2.0,11-50,Private,,,,,,6,2019,24368,False,False
Stash Ventures,2019-01-01,https://stashventures.com,"Mount Pleasant, Michigan, United States","Agriculture and Farming, Community and Lifestyle, Food and Beverage, Health Care","Cannabis, Horticulture",226573.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,24150,False,False
Avenue Z,2023-01-01,https://www.avenuez.com/,"Miami, Florida, United States","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Consumer Goods, Data and Analytics, Financial Services, Lending and Investments, Media and Entertainment, Other, Payments, Real Estate, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Blockchain, Consumer Goods, Cryptocurrency, Media and Entertainment, Real Estate, Space Travel, Venture Capital",183264.0,"Avenue Z is a digital media company. Avenue Z agencies work with growth-focused companies to create an integrated narrative through public relations, social branding, paid media, and content marketing to connect with key stakeholders.",51-100,,,,,,,1.0,51-100,Private,,,,,,6,2023,20871,False,False
Userflow,2018-05-14,https://userflow.com,"San Francisco, California, United States","Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software","Information Technology, Messaging, Mobile, Software",85299.0,"Userflow builds a platform for SaaS companies. They build customized in-app tours, checklists, and surveys without code.",1-10,,M&A,,,,,2.0,1-10,Private,,,,,,5,2018,11499,False,False
Talentli,2021-12-07,https://tlnt.li,"Newark, Delaware, United States","Administrative Services, Commerce and Shopping, Professional Services","Human Resources, Marketplace, Recruiting",786001.0,"Talentli is an AI-powered merit-based system that scores and ranks all people according to experience and achievements. Helping you instantly find the most experienced professionals in any industry and the most promising students in any school. Talentli is up to 50x more effective than all existing, relevance-based hiring platforms. It can redefine recruitment.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,46886,False,False
MySub,2022-01-06,https://mysub.io,"Dover, Delaware, United States","Commerce and Shopping, Media and Entertainment","Digital Entertainment, E-Commerce, Marketplace",878891.0,"MySub is a leading platform that revolutionizes the way users manage and share subscription accounts for digital services. With a mission to simplify the process of dividing expenses and sharing subscriptions among friends, family, and colleagues, MySub offers an intuitive platform that enables users to split costs seamlessly, manage payments effortlessly, and enjoy their favorite digital services hassle-free. By leveraging innovative technology and a user-centric approach, MySub fosters a sense of community while helping users save money on their subscriptions.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2022,49350,False,False
Tenth Street Ventures,2018-01-01,https://tenthsv.com,"Atlanta, Georgia, United States","Financial Services, Professional Services, Real Estate","Asset Management, Consulting, Property Management, Real Estate",793509.0,"Tenth Street Ventures is a real estate brokerage company. They offer services including asset management, real estate brokerage, consulting, construction management, property development, real estate investments, and property management.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,47089,False,False
Occo,2018-01-01,https://www.eatocco.com/,"New York, New York, United States","Commerce and Shopping, Consumer Goods, Food and Beverage","Consumer Goods, E-Commerce, Food and Beverage",128303.0,Micro-portions of all the ingredients you buy for just a pinch.,1-10,2.0,,2020-03-27,150000.0,Undisclosed,270000.0,2.0,1-10,Private,,,2.0,1.0,Conveying; Packing; Storing; Handling Thin Or Filamentary Material,1,2018,16326,False,False
Cornerstone Caregiving,2020-01-01,https://www.cornerstonecaregiving.com,"Lubbock, Texas, United States",Health Care,"Elder Care, Health Care, Home Health Care, Nursing and Residential Care",211574.0,"Cornerstone Caregiving provides in-home caregiving services to elderly individuals so they can remain in the dignity and comfort of their own homes. From nursing homes to assisted living programs, there are a number of options available to seniors during this time of life. They provide maximum independence with maximum comfort for every client, every day.",101-250,,,,,,,,101-250,Private,,,,,,6,2020,22999,False,False
Skateboarding Saves,2021-01-01,https://skateboardingsaves.org,"Philadelphia, Pennsylvania, United States",Internet Services,Internet,2694061.0,"Skateboarding Saves is a place for Small Skater-Owned Brands, Shops, and Causes within Skateboarding and its respective Sub-Cultures to improve their online presence.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,84511,False,False
Pay On Term,2019-01-01,https://www.payonterm.com/,"Lewes, Delaware, United States","Financial Services, Payments, Software","Financial Services, FinTech, Payments, Transaction Processing",1135248.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,55075,False,False
11:11 Systems,2020-01-01,https://1111systems.com/,"Fairfield, New Jersey, United States",Information Technology,Information Services,254976.0,"11:11 Systems is creating a new model delivering the power of ""Everything Connected"" in connectivity, cloud, and security solutions for customers and partners.",11-50,1.0,Private Equity,2021-09-22,,Private Equity,,,11-50,Private,,,21.0,15.0,Computing; Calculating,2,2020,26083,False,False
TexPower,2019-02-01,https://texpower.us/,"Austin, Texas, United States","Energy, Manufacturing, Sustainability","Battery, Energy, Energy Efficiency, Manufacturing",239236.0,"TexPower commercializes cobalt-free, high-capacity, drop-in cathode materials for lithium-based batteries. It focuses on producing cathode materials and leverage expertise from the battery industry for manufacturing customized lithium-ion batteries for a variety of end-users. They commercialize cathodes that can replace commercial battery cathodes and can be deployed in portable electronics, electric vehicles, drones, robots, and more. It is comprised of metals such as nickel, manganese, aluminum, iron, zinc, and more and are synthesized through standard industrial manufacturing processes. This synthesis route is used for producing mainstream cathode materials for electric vehicles across the world, namely, lithium nickel-manganese-cobalt oxide (NMC) and lithium nickel-cobalt-aluminum oxide (NCA). Their products also offer a value proposition that enables at least 10% higher energy density, 25% lower raw material costs, increased sustainability, and a secure and benign battery supply chain. TexPower’s cobalt-free cathodes offer security benefits for the military battery applications. Wangda Li, Arumugam Manthiram, and Evan Erickson founded the company in 2019 in Austin, Texas.",1-10,2.0,Seed,2020-11-30,,Seed,,3.0,1-10,Private,,,,,,2,2019,25072,False,False
Travel Ladies,2022-01-01,https://travelladies.app/,"Hunter, Kansas, United States",Travel and Tourism,"Hospitality, Travel, Travel Accommodations",787519.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2022,46929,False,False
Neosinus Health,2019-01-01,https://www.neosinus.com,"Raleigh, North Carolina, United States","Commerce and Shopping, Health Care","Health Care, Medical, Mental Health, Pharmaceutical, Retail",850798.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,48636,False,False
Linq Consulting Solutions,2018-11-01,https://www.linqcs.com,"Seattle, Washington, United States","Professional Services, Software","Consulting, Management Consulting, Virtual Assistant",1838597.0,"We support Small Business with their capacity, clarity and connection through Virtual Assistant Matchmaking and Strategic Consulting.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,68463,False,False
Smile Studios,2019-01-01,https://www.smilestudiosredmond.com,"Redmond, Washington, United States",Health Care,"Dental, Health Care, Medical, Personal Health",1937660.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,71317,False,False
Performance,2020-01-01,https://performanze.io,"Valencia, California, United States","Advertising, Internet Services, Sales and Marketing","Advertising, Digital Marketing, Internet, Marketing",1146320.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,54815,False,False
The Returns Lab,2019-01-01,https://www.thereturnslab.com,"Boise, Idaho, United States","Commerce and Shopping, Transportation","E-Commerce, Warehousing, Wholesale",2120635.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,74528,False,False
stealth,2023-07-05,https://stealth.cc,"New York, New York, United States","Financial Services, Lending and Investments",Venture Capital,92341.0,,1-10,1.0,Private Equity,2023-07-05,,Private Equity,,1.0,1-10,Private,,,,,,2,2023,12368,False,False
Lucro Consulting,2022-01-01,https://lucro-consulting.com/,"New York, New York, United States","Financial Services, Professional Services","Financial Services, Management Consulting",1051257.0,"'nCino Consulting', 'Salesforce Consulting', 'nCino Advisory', 'nCino Optimization', 'nCino Implementation', 'Financial Services', 'Financial Services Cloud', 'FSC'",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2022,52752,False,False
IMGroup International,2023-10-08,https://intelmutyagroup.com,"Wilmington, Delaware, United States","Financial Services, Lending and Investments","Angel Investment, Financial Services, Venture Capital",375255.0,IMGroup International is a privately held conglomerate holding company with significant holdings. The business has local operations in the Philippines as well as international ones.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2023,32713,False,False
SmartSuite,2019-06-01,https://www.smartsuite.com,"Newport Beach, California, United States",Software,Software,150965.0,,51-100,,,,,,,2.0,51-100,Private,,,,,,6,2019,18365,False,False
Altitude Lab,2020-01-01,https://www.altitudelab.org/,"Salt Lake City, Utah, United States",Health Care,Health Care,406384.0,Altitude Lab is an incubator Founded by Recursion and the University of Utah's PIVOT Center focused on early-stage life science and health care companies.,1-10,,,,,,,,1-10,Private,,,,,,6,2020,34147,False,False
Babygami,2018-01-01,https://babygamico.com,"Chicago, Illinois, United States",Health Care,Child Care,150046.0,"Babygami is designed to make it easier for families to spend time outside! They accomplished this by creating the first collapsible infant bottle and sippy cup, as well as a varied community through events.",1-10,1.0,,2023-12-07,100000.0,Grant,100000.0,,1-10,Private,,,,,,1,2018,18275,False,False
Seeds,2018-01-01,https://www.weareseeders.com,"Miami, Florida, United States","Administrative Services, Commerce and Shopping, Internet Services, Other, Professional Services","B2B, Freelance, Human Resources, Internet, Marketplace, Outsourcing",376885.0,"We are a platform providing latam vetted top-talent in the areas of technology, data, business, product, transformation and marketing. Seeds encourages you and your company to accomplish your initiatives fast and accurately by building on demand bonds with latam's top 10% talent. Every professional in our platform is vetted through automated tests and experts interviews to validate the experience and skill set required to perform a high quality job. Seeds makes hiring easy and agile. We have a team of dedicated technical partners that will work with you to understand your needs and match them with the best available candidates.",51-100,,,,,,,4.0,51-100,Private,,,,,,6,2018,32787,False,False
Alli Center,2018-01-01,https://www.alli-center.com,"Coralville, Iowa, United States",Health Care,"Health Care, Psychology, Therapeutics, Wellness",1591438.0,"Alli Center provides anxiety and depression, therapy for families, teenagers, and young adults, marriage counseling, and couples counseling. They provide patient-oriented needs treatments. The patient contact through phone number, email, and application form.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,63973,False,False
O Street Capital,2020-01-01,https://www.ostreetcapital.com/,"Washington, District of Columbia, United States","Media and Entertainment, Music and Audio",Music,1624361.0,"Founded by distinguished entrepreneur Octavius Prince, O Street Capital pinpoints innovations that have the potential to create waves in a future filled with possibilities. Our exciting portfolio reaches the worlds of film, controlled botanicals, technology, music, and other exciting and innovative industries. Led by Octavius Prince, we have expertise in identifying companies and entrepreneurs that have what it takes. We are passionate about what we invest in, and we believe in our investments. A producer and actor, Octavius Prince seeks out atypical and multi-layered roles such as the white supremacist Robert in Perception (2019) to highlight the darker side of the story of immigration reform. He hopes that this role will amplify the conversation and inspire critical thinking around issues that are relevant, complex, and rooted within our culture.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,64890,False,False
Optimus Fleet,2018-01-01,https://www.optimus-fleet.com/,"Orlando, Florida, United States","Information Technology, Software, Transportation","Fleet Management, Information Technology, Software",2216940.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2018,77934,False,False
Concent Technologies,2019-01-01,https://concenttech.com,"Cumming, Georgia, United States","Information Technology, Professional Services, Software","Consulting, Information Technology, Software",1484866.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2019,62941,False,False
Abora Capital,2020-09-21,https://www.aboracapital.com,"Newport Beach, California, United States","Financial Services, Information Technology, Lending and Investments, Payments, Software","Auto Insurance, Commercial Insurance, Credit Cards, Financial Services, Information Technology, Insurance, Life Insurance, Property Insurance, SaaS, Software",861339.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,48909,False,False
Aalto Hyperbaric Medical Group,2019-01-01,https://www.aaltohyperbaric.com,"Los Angeles, California, United States","Health Care, Sports","Fitness, Health Care, Wellness",1650630.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,65933,False,False
202 Group,2018-01-01,https://www.202group.com/,"Washington, District of Columbia, United States","Software, Transportation","Software, Supply Chain Management",246416.0,202 Group is a provider of data-driven supply chain risk management solutions to the U.S. federal government.,1-10,1.0,M&A,2019-03-15,,Convertible Note,,2.0,1-10,Private,,,0.0,1.0,,2,2018,25513,False,False
DAER,2019-01-01,https://www.hardrocknightlife.com,"Hollywood, Florida, United States","Commerce and Shopping, Events, Media and Entertainment","Events, Media and Entertainment, Rental",1055861.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2019,52843,False,False
Foundable,2020-01-01,https://foundable.ai,"Columbus, Ohio, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), SaaS",131447.0,"Foundable offers the ability to set up an SEO-optimized landing page to build your user base without having to touch a single line of code. They match with accelerators, incubators, and venture capitalists based on product and stage of business.",1-10,1.0,Seed,2022-04-05,40000.0,Pre-Seed,40000.0,,1-10,Private,,,,,,0,2020,16644,False,False
CrankChart,2018-12-10,https://crankchart.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Information Technology, Internet, Machine Learning, SaaS, Software",361628.0,"CrankChart was created with the sole mission of simplifying the messy process of moving from business problem to high impact data-driven decisions. Our SaaS based solution enables high impact business decisions by aligning decision makers with data professionals. While modern tools focus on analytics with the promise of great communication - e.g. dashboards, CrankChart is communication-first with the promise of great results from analytics.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,32060,False,False
OutForDelivery,2019-01-01,https://outfordeliverydsp.com/,"Illinois City, Illinois, United States",Transportation,"Delivery Service, Freight Service, Logistics, Transportation",1764805.0,,51-100,,,,,,,1.0,51-100,Private,,,,,,6,2019,68281,False,False
Balmaghie Beverage Group,2018-01-01,https://balmaghie.com/,"Slippery Rock, Pennsylvania, United States",Food and Beverage,"Craft Beer, Food and Beverage, Wine And Spirits",128202.0,"Balmaghie is a holding company that develops, produces, and distributes bespoke craft beer products. The company also creates super premium gin (both American dry and its unique double dry-hopped lines), botanical rum, and ready-to-drink cocktails.",1-10,3.0,,2023-05-22,100000.0,Venture - Series Unknown,2250000.0,1.0,1-10,Private,,,,,,1,2018,16314,False,False
LawFi Inc.,2021-11-08,https://www.lawfi.com/,"Jacksonville, Florida, United States",Financial Services,Financial Services,74237.0,"LawFi is reinventing the lawyer procurement and payment experience. We create a better, faster, and easier way for clients to retain and pay lawyers. LawFi streamlines and digitizes the delivery of lawyer retainer agreements and legal invoices. LawFi converts them into interactive Text-to-Pay and Text-to-Sign Requests with more payment methods and NEW legal fee financing options.",1-10,1.0,Seed,2023-12-20,1500000.0,Pre-Seed,1500000.0,,1-10,Private,,,0.0,0.0,,0,2021,10098,False,False
Poppi Lab,2019-01-01,https://www.poppilab.com/,"Boynton Beach, Florida, United States","Data and Analytics, Design, Hardware, Information Technology, Software","Augmented Reality, Computer Vision, Data Visualization",1623783.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,64904,False,False
Flisk,2019-02-08,https://myflisk.com,"Nashville, Tennessee, United States","Financial Services, Software","Commercial Insurance, Insurance, Software",456598.0,"Flisk provides risk management, software, SaaS, web, and insurance services. They also provide insurance renewals, insurance renewals, policies, endorsements, exposure data, and easy policy management services.",1-10,1.0,,2020-08-06,,Non-equity Assistance,,1.0,1-10,Private,,,,,,3,2019,36240,False,False
Song Candy Media,2020-12-01,https://www.songcandy.com,"Los Angeles, California, United States","Media and Entertainment, Music and Audio, Sales and Marketing","Audio, Audio Recording and Production, Digital Marketing, Marketing",669161.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,43573,False,False
BTS Merch Shop,2019-01-01,https://www.bangtanmerchshop.com,"California City, California, United States",Commerce and Shopping,E-Commerce,1711254.0,"BTS Merch Shop aims to provide the best and newest BTS merchandise. Hoodies, shirts, photocards, jewelry, and much more.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,66310,False,False
MedElite Capital,2018-01-01,https://www.medelitecapital.com,"Las Vegas, Nevada, United States","Financial Services, Health Care, Lending and Investments, Payments, Software","Billing, Finance, Financial Services, Funding Platform, Medical",1740174.0,"MediElite Capital is a company that funds, finances, and services medical lien receivables for personal injury cases. MedicElite Capital provides healthcare funding services to benefit uninsured patients as part of its mission to provide healthcare providers with needed cash flow. They buy and/or service outstanding medical lien receivables. They work with medical providers gives them the flexibility to perform services for personal injury patients on a lien basis. In addition to the personal relationships they have with attorneys and medical providers alike, they value the increased options they provide injured persons for treatment that their services facilitate.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,67272,False,False
Boojum,2018-01-01,https://boojumgroup.com,"Heber City, Utah, United States","Biotechnology, Community and Lifestyle, Food and Beverage, Health Care, Science and Engineering","Biotechnology, Cannabis, Medical",1501602.0,"Boojum  offers hemp derived label products. They are engaged in extracting, purifying, and studying cannabinoids and the part they play in whole plant extract synergy, including the ability to affect multiple targets within the body and the ability to improve the absorption of active ingredients. The company's contact modes are by mail, phone, and physical address.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,62632,False,False
Tirebuyer,2021-01-01,https://www.tirebuyer.com,"Charlotte, North Carolina, United States","Commerce and Shopping, Transportation","Automotive, E-Commerce, Wholesale",247432.0,"Tirebuyer is an e-commerce platform that sells tires. The company platform provides support through the tire purchasing process, enabling consumers to research, purchase, and schedule tyre installation appointments online.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,25580,False,False
CommonGround,2018-01-01,https://cashrent.com/,"East Peoria, Illinois, United States","Agriculture and Farming, Commerce and Shopping","Agriculture, Farming, Marketplace",69376.0,"Cashrent is a data-centric farmland marketplace and land management system, where landowners and farmers can establish the lessor/lessee relationship and manage their current inventory.",1-10,2.0,Seed,2023-01-19,3000000.0,Seed,3750000.0,2.0,1-10,Private,,,,,,0,2018,9451,False,False
LocalFactor,2021-03-01,https://www.localfactorgroup.com/,"Brooklyn, New York, United States","Advertising, Agriculture and Farming, Sales and Marketing","Advertising, AgTech",365153.0,We've created an easy to access platform for unique audiences and supply chain optimized inventory across all devices ​allowing your brands to connect to your desired audiences wherever they are and ensure optimal supply safety and performance.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,32237,False,False
Gabriel Kuettel Design and Development,2019-09-26,https://www.gabrielkuettel.com,"Boulder, Colorado, United States","Information Technology, Internet Services, Software","Information Technology, Internet, Software",2956382.0,"Hi! My name is Gabriel. I’m a full stack web developer with a background in graphic design, branding and marketing. I love designing and developing robust and user-friendly applications and websites using modern build tools.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,88250,False,False
Symply,2020-01-01,https://symply.io,"South Jordan, Utah, United States","Administrative Services, Information Technology, Professional Services, Software","Human Resources, Information Technology, Recruiting, Software",97827.0,,11-50,1.0,,2023-11-30,1500000.0,Venture - Series Unknown,1500000.0,,11-50,Private,,,,,,1,2020,13039,False,False
Light Lounge,2018-01-01,https://lightlounge.life,"Evergreen, Colorado, United States","Commerce and Shopping, Health Care, Internet Services, Sports","E-Commerce Platforms, Fitness, Health Care, Wellness",511800.0,,1-10,,,,,,,,1-10,Private,,,0.0,1.0,,6,2018,38350,False,False
Keylabs,2019-01-01,https://keylabs.io/,"Cheyenne, Wyoming, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Payments, Privacy and Security, Software","Cryptocurrency, Cyber Security",947320.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,51032,False,False
Retrieval,2021-01-01,https://retrievalfulfillment.com,"King Of Prussia, Pennsylvania, United States","Commerce and Shopping, Other, Professional Services, Transportation","Customer Service, E-Commerce, Transportation",892068.0,"Retrieval offers services to buy online and pick up in-store nearby their clients' locations to fulfil e-commerce orders. As a result, e-commerce order fulfilment is now more affordable than any alternative, quicker because customers can pick up their orders right away, and safer because there is no longer a risk of porch theft for delivered packages.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,49686,False,False
STOC Advisory,2020-01-01,https://www.stocadvisory.com,"Towson, Maryland, United States","Financial Services, Media and Entertainment, Professional Services","Accounting, Advice, Finance",857523.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,48804,False,False
airAccountant,2019-01-01,https://airaccountant.io/,"Reston, Virginia, United States",Financial Services,"Bookkeeping and Payroll, Financial Services",2016091.0,"airAccountnant is comprised of a team of experienced, senior level accountants and bookkeepers providing financial services on an as needed basis at the fraction of the cost of hiring a full-time employee.  We provide full financial services from back office to board room. We have an innovative approach to financial and accounting services for emerging  or growth businesses.  We will help your back office scale with the rest of your business.  We can cover all or part of your financial accounting needs, from bookkeeping to financial modeling to operations and HR. Clients typically develop a working relationship with one senior level accountant or CPA, but have access to the whole team for specific expertise.  For bookkeeping services, we will assign a senior level accountant to set up and do the work for several months before it is handed over to the bookkeeper.  This ensures that the senior level account manager is familiar with your business and can easily supervise the work.   Typically, most of our work is done remotely.  Hence, the name, ""airAccountant"".  There are, however, exceptions to this, depending on the client.  Also, like a full-time employee, if you prefer, we can take steps to become part of your management team, such as having an email address on your email system or have an extension on your phone system.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,71582,False,False
Spring Branch Pharmacy,2018-01-01,https://springbranchrx.com,"Spring Branch, Texas, United States",Health Care,"Health Care, Medical, Pharmaceutical",3170284.0,"Spring Branch Pharmacy provides prescriptions, compounding, flu testing, strep testing, flu vaccine, immunizations, and natural remedies. An online inquiry form is available on the company's website.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,91052,False,False
Howzit Agency,2021-01-01,https://howzit.agency/,"Boulder, Colorado, United States","Advertising, Sales and Marketing","Advertising, Brand Marketing, Content Marketing, Digital Marketing, Marketing, Public Relations",2884248.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,87857,False,False
Green Downstream,2020-01-01,https://greendownstream.com,"Bishopville, South Carolina, United States","Administrative Services, Manufacturing, Science and Engineering","Chemical, Manufacturing, Packaging Services",1384827.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,60172,False,False
CI Group USA,2019-01-01,https://cigroupusa.com/,"Plano, Texas, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Cloud Computing, IT Infrastructure",393659.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,33564,False,False
Dilivva,2023-01-01,https://dilivva.com/,"Lemoore, California, United States",Software,Software,139547.0,"Dilivva is a technology-driven logistics firm that focuses in providing businesses and people with on-demand, same-day delivery options. Their services are accessible 24 hours a day, seven days a week, and they provide a variety of delivery alternatives to meet their clients' demands and budget.",1-10,1.0,Seed,2022-09-01,100000.0,Pre-Seed,100000.0,1.0,1-10,Private,,,,,,0,2023,17415,False,False
