company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Vivant,2020-01-01,https://vivantstays.com,"Austin, Texas, United States","Real Estate, Travel and Tourism","Property Management, Real Estate, Vacation Rental",1220936.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,57206,False,False
MB AI Health,2020-01-01,https://mbaihealth.com,"Irvine, California, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Health Diagnostics, Medical",943819.0,"MB AI Health is a diagnostic care center that provides artificial intelligence and biotechnology research for the healthcare community. They have services for children and adults. For inquiries, telephone and email are used.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,50953,False,False
xcelerium,2020-01-01,https://xcelerium.com,"Orange, California, United States","Content and Publishing, Internet Services, Media and Entertainment","Internet, Publishing",399797.0,"xcelerium is a semiconductor business that is developing domain-specific processors for convergent workloads. The company creates processors for a variety of industries, including wireless communications, sophisticated radar, image signal processing, computer vision, and machine learning, allowing clients to have access to appropriate processors to boost their profitability.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,33843,False,False
Alexandria Wolfe,2019-12-03,https://alexandriawolfe.com,"Dallas, Texas, United States","Clothing and Apparel, Consumer Goods, Design","Fashion, Shoes",443156.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,35707,False,False
Capital CDL Training,2018-04-05,http://capitalcdltraining.com/,"Jefferson City, Missouri, United States","Education, Other, Professional Services","Compliance, Professional Services, Training, Tutoring",2514525.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,81091,False,False
Menlo Creek Media,2021-01-01,https://www.menlocreek.com,"Palo Alto, California, United States","Media and Entertainment, Video","Content, Media and Entertainment, Video",2982850.0,"Menlo Creek Media helps you create, curate, and deliver your online video identity.  It was founded in 2021 and is located in Palo Alto, California.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,89337,False,False
Depot Eshop,2019-01-01,https://depoteshop.com,"Miami, Florida, United States","Commerce and Shopping, Consumer Goods, Other, Professional Services","Customer Service, E-Commerce, Furniture",2968811.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,88108,False,False
This-Element,2021-01-01,https://this-element.com,"San Gabriel, California, United States","Administrative Services, Commerce and Shopping, Manufacturing, Natural Resources, Sustainability","CleanTech, Manufacturing, Natural Resources, Packaging Services, Plastics and Rubber Manufacturing, Sustainability, Wholesale",435337.0,"This-Element is a disposable packaging company that offers bagasse clamshells, bagasse trays, bagasse bowls, bagasse plates, plastic products, paperboard products, wood products, cornstarch products, and more",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,3,2021,35402,False,False
Anideos,2019-01-01,https://www.anideos.com,"New York, New York, United States","Media and Entertainment, Video",Animation,1225734.0,"Anideos is an innovative video production house functioning from three primary locations—New York, Dubai, and Karachi. Relying on creative, out-of-the-box solutions—we have delivered 100+ projects with a 99% client satisfaction ratio. We take up new challenges to cater to some of the world’s most admired brands. Our seamless, process-oriented approach works wonders; brands get recognized. Through our high-quality animations and visuals, we are guiding brands to attain a dynamic personality.",51-100,0.0,,,0.0,,0.0,2.0,51-100,Private,,,,,,6,5,2019,57112,False,False
Machineryhut.com,2022-01-01,https://www.machineryhut.com,"Roy, Utah, United States","Information Technology, Sales and Marketing, Software","Sales, Sales Automation",1874277.0,MachineryHut.com is the ultimate resource for Buyers and Sellers of commercial Heavy Equipment and Vehicles. MachineryHut aims to provide a world class customer experience without over complicating the simple things.,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,2,2022,69298,False,False
Ustonish,2019-01-01,https://ustonish.com,"San Diego, California, United States","Other, Professional Services","Consulting, Outsourcing, Professional Services, Recruiting",1901360.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,70318,False,False
Corner,2021-02-01,https://cornerapp.co,"Palo Alto, California, United States","Apps, Commerce and Shopping, Information Technology, Internet Services, Mobile, Software","Apps, E-Commerce, Information Technology, Internet, Mobile, Mobile Apps, Retail, Software",281203.0,Corner is where fans can own and display digital merchandise of their favorite brands.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,27639,False,False
Reach Consulting,2019-01-01,https://www.michiganrcg.com,"Ann Arbor, Michigan, United States","Other, Professional Services, Social Impact","Business Development, Consulting, Non Profit",2553075.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,82030,False,False
Moon Boots,2019-08-20,https://www.moonbootsapp.com,"Los Angeles, California, United States","Community and Lifestyle, Education, Internet Services, Media and Entertainment, Software","Communities, E-Learning, PaaS, SaaS, Social Media, Software",616713.0,"Moon Boots is a private content centric social community platform centered around shared experiences. Moon Boots acts as an all-in-one sharing platform built for anyone with an audience who wants to share exclusive content in a private and totally customized space. Moon Boots provides every tool a creator could need to upload, store, and deliver not only existing content but live streamed sessions directly inside of the app.  Moon Boots specializes in learning environments where content is the primary driver of discussion. From video and audio to large blog style rich text posts to PDF and documents all the way to built in gamified rewarding testing.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,41959,False,False
Happy Place™,2019-01-01,https://discoverhappyplace.com/,"West Saint Paul, Minnesota, United States",Consumer Goods,Consumer Goods,2587340.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,83082,False,False
Butterflies Dating & Socials,2020-09-01,https://butterflies.live,"San Francisco, California, United States","Community and Lifestyle, Hardware, Internet Services, Software","Augmented Reality, Dating, Internet, Social",693016.0,Butterflies Dating & Socials is a Dating & Socials App for being real. Find someone similar enough to be lovable yet different enough to be explored by our psychometry and AI based matching.  We have Creepometer - to detect toxic/abusive/misconduct in chats. We have custom personality based curated events for socials.,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2020,44250,False,False
Outerkind,2020-01-01,https://www.theouterkind.com,"Denver, Colorado, United States","Advertising, Media and Entertainment, Sales and Marketing","Advertising, Content Creators, Marketing",844336.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,48437,False,False
True Media Venture,2021-01-01,https://truemediaventure.wixsite.com/marketing,"San Francisco, California, United States","Advertising, Design, Sales and Marketing","Advertising, Digital Marketing, Graphic Design, Social Media Marketing",1042217.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,52553,False,False
AvevoRx,2021-01-01,https://www.avevorx.com,"Greensboro, North Carolina, United States",Health Care,"Medical, Pharmaceutical, Therapeutics",393698.0,"AvevoRx specialties include immune globulin,  and monoclonal antibody treatments, including infliximab. They deliver expert infusion care for patients with chronic, complex conditions safely in the comfort of their homes. Their services include pharmacy counseling, in-home infusion services, self-infusion training, and drug and supply delivery. They address inquiries through phone calls and emails.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,3,2021,33567,False,False
Vetted,2020-03-09,https://www.joinvetted.com,"Denver, Colorado, United States","Content and Publishing, Media and Entertainment, Sales and Marketing","Journalism, Public Relations",1693330.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,66641,False,False
Sentry Global,2022-01-01,https://sentryglobal.tech/,"Gloucester, Massachusetts, United States","Hardware, Information Technology, Navigation and Mapping, Privacy and Security","GPS, Intrusion Detection, Security",2772231.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,86468,False,False
Shortcode Technologies,2018-08-31,https://shortcode.tech/,"Lenexa, Kansas, United States","Apps, Design, Information Technology, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software","Apps, Information Technology, Marketing, Mobile Apps, Social Media, Web Design, Web Development",2271663.0,shortcode technologies is a digital arsenal where we develop right from the web and mobile applications,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2018,78705,False,False
Wild Moose Ventures,2019-01-01,https://wildmooseventures.com,"Minneapolis, Minnesota, United States","Financial Services, Real Estate","Commercial Real Estate, Real Estate, Real Estate Investment",822024.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,47860,False,False
Medical Intelligence One,2021-06-01,https://www.mi1.ai/,"San Diego, California, United States","Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Information Technology",1197561.0,"Medical Intelligence One (Mi1) builds artificial intelligence on a foundation of real world data, medical knowledge, human values and preferences. Using this we can then deliver Clinical Co-Pilots to augment clinical performance, reduce cognitive burden and deliver personalized and precision care. Our first product is focused on rare disease diagnosis and the Beta entered clinical validation mid-September.",1-10,0.0,,,0.0,,0.0,3.0,1-10,Private,,,,,,6,2,2021,56343,False,False
Amos Power,2022-01-01,https://amospower.com,"Cedar Falls, Iowa, United States",Manufacturing,"Industrial, Machinery Manufacturing, Manufacturing",259370.0,"Amos is a design-build project that took aim at the engineering challenge of fitting tractor-quality power and capability onto a relatively small frame. For this initial build, our team focused on engineering Amos as an electric vehicle capable of the inter-seeding cover crop within corn fields, where the machinery needs to be small enough to navigate a 30-inch gap between the row of crops without damage. The result is an Autonomous, Modular, and Omi-Scalable power source.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,7.0,0.0,Land Vehicles For Travelling Otherwise Than On Rails,6,2,2022,26369,False,False
DigiROI Marketing,2019-01-01,https://www.digiroimarketing.com,"San Antonio, Texas, United States","Design, Sales and Marketing, Software","Email Marketing, Marketing Automation, Web Design, Web Development",2446260.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,80585,False,False
SkillRank,2020-01-01,https://www.skillrank.io,"New York, New York, United States","Administrative Services, Education, Information Technology, Professional Services, Software","Corporate Training, DevOps, Human Resources, Recruiting, Staffing Agency",405181.0,"SkillRank offers it hiring including devops, infrastructure, security, cloud, rpa, and coding. They remove the need for experts to spend countless hours in interviews to properly assess a candidate’s capabilities by giving automated scoring assessments that tell how their candidates.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,34089,False,False
Vita Opes Inc.,2020-01-31,https://www.vita-opes.com,"Overland Park, Kansas, United States",Financial Services,"Financial Services, Health Insurance, Insurance, Life Insurance",2817477.0,"Providing small, single-purpose financial practices a efficient way to expand product offerings and deepen client relationships.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,85795,False,False
Multicent,2020-05-22,https://www.Multicent.com,"San Francisco, California, United States","Apps, Commerce and Shopping, Financial Services, Lending and Investments, Mobile, Payments, Software","Apps, Banking, Credit Cards, E-Commerce, Finance, Financial Services, Mobile Apps, Payments, Software, Stock Exchanges",115504.0,"Multicent is a global technology company that builds economic infrastructure for the internet and for individuals. Multicent is an Investing Neobank and merchant & commerce services aggregator and mobile payment company that aims to simplify banking,  investing platforms, and commerce through technology. Multicent builds tools to allow young customers to open a banking account in local currency around the world,  buy & sell stocks, options trading, ETFs, and cryptocurrencies with zero commission,  and empower businesses and individuals to participate in the economy. Sellers use Multicent payments software to reach buyers online and in-person, run complex global operations, manage their business, open business account, and business credits, and access financing. Multicent has offices in the United States and is expanding to Canada, South-American, Japan, Australia, Ireland, Spain, the UK, and in Africa. with more than 410,000 on the waiting list. The company combines economic infrastructure with a set of applications for new business models like crowdfunding and marketplaces, fraud prevention, analytics, and more. Multicent navigates global regulatory uncertainty and partners closely with internet leaders like Apple, Google, Alipay, Tencent, Facebook, and Twitter to launch new capabilities and to accept online payments. It was founded in 2020 by Joshua Oduyemi and is headquartered in San Francisco, California.",101-250,1.0,Seed,2022-06-04,200000.0,Pre-Seed,200000.0,1.0,101-250,Private,,,,,,0,3,2020,15014,False,False
ASCEND,2021-10-25,http://www.weascendnow.com,"New York, New York, United States","Internet Services, Media and Entertainment",Social Media,1820072.0,"ASCEND is a new social media community-platform designed to improve our lives, based on sharing genuine value and inspiring personal growth.  We heard the urgent call to develop a new connective platform that positively supports humanity's evolution and spent the last two years developing the vision into an intuitive, multi-faceted mobile app.  Join the movement for positive, conscious social media on ASCEND.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2021,68806,False,False
Transformational Advisory Group,2021-01-01,https://transformationaladvisory.com,"Seattle, Washington, United States","Financial Services, Media and Entertainment","Advice, Finance, Financial Services, Wealth Management",892360.0,"Transformational Advisory, LLC operates in the finance industry, providing independent financial services. The company focuses on managing wealth for its clients, with the aim of planning for a better financial future. The services offered by Transformational Advisory, LLC include financial planning, wealth management, and advisory services. The company's goal is to simplify the complex aspects of their clients' financial lives, offering solutions that are tailored to individual needs.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,49693,False,False
Map2Next,2018-04-01,https://www.map2next.com/,"San Francisco, California, United States","Apps, Data and Analytics, Internet Services, Media and Entertainment, Mobile, Navigation and Mapping, Software, Travel and Tourism","Adventure Travel, Guides, Location Based Services, Mobile Apps, Travel",1541422.0,"Map2Next is an iOS app focused on centralizing location discovery and navigation. View thousands of top articles from some of the most prominent providers, find, save, and share new places instantly.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,63380,False,False
JLo Beauty,2020-01-01,https://www.jlobeauty.com/,"Los Angeles, California, United States",Consumer Goods,"Consumer Goods, Cosmetics",194680.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,21729,False,False
Flair Labs,2022-01-01,https://www.flairlabs.ai,"Stanford, California, United States","Information Technology, Internet Services, Software","Information Technology, Internet, Software",216632.0,"Flair Labs uncover insights from conversation data with LLMs. Founded in 2022 and is based in Seattle, WA.",1-10,2.0,Seed,2023-05-01,0.0,Seed,0.0,,1-10,Private,,,,,,2,2,2022,23404,False,False
Homepage Remodeling,2021-01-01,https://www.homepageremodeling.com,"Bend, Oregon, United States",Design,Web Design,1910820.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,70152,False,False
BioLM,2022-11-01,https://biolm.ai,"Oakland, California, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Bioinformatics, Biotechnology, Consulting, Life Science, SaaS",184084.0,"BioLM helps biotech and life science companies accelerate their adoption of AI. Ready-to-go protein and DNA LLM model serving via API, or no-code apps; finetuning services; and professional services. Train and serve bio-models for tokenization, regression, classification, de novo generation, folding, and more, all on amino acids, DNA, RNA, and compounds.",1-10,1.0,Seed,2023-03-13,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,1,2022,20927,False,False
NixWhistle,2020-01-01,https://nixwhistle.com/,"Walnut, California, United States","Blockchain and Cryptocurrency, Community and Lifestyle, Internet Services, Other","Blockchain, Internet, Social",1708168.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,66379,False,False
Automation Workz,2019-03-18,http://www.autoworkz.org/,"Detroit, Michigan, United States","Administrative Services, Education","Education, Human Resources",743729.0,"Automation Workz is a cybersecurity reskilling firm and  the creator of the first tech grit assessment  to discover, predict, motivate and coach front-line workers through rigorous digital reskilling/training.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2019,45718,False,False
Toolsey,2022-05-11,https://toolsey.com,"Fishers, Indiana, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Data Services, Information Technology, Lead Generation, Lead Management, Software",90302.0,"Toolsey platform provides a centralized easy-to-use service to manage the lead assignment and lead communication while providing real-time lead analytics for company-wide visibility. They offers features such as central lead repository, lead assignment, and automated lead rotation. It produce comprehensive customizable inspection reports with photos.",1-10,3.0,Seed,2023-04-25,100000.0,Pre-Seed,230000.0,1.0,1-10,Private,,,,,,0,1,2022,12134,False,False
Hosted,2019-01-01,https://shophosted.com,"Minneapolis, Minnesota, United States","Commerce and Shopping, Consumer Goods, Manufacturing","Consumer Goods, Manufacturing, Retail",1495528.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,62756,False,False
Bitkids coin,2021-01-01,https://www.bitkidscoin.com,"Columbus, Ohio, United States","Blockchain and Cryptocurrency, Education, Financial Services, Payments, Software","Cryptocurrency, Education, Financial Services",1169789.0,"Bitkids Coin offers the concept of utilising digital currency to improve access to education. They also work to address child support services. They offer solutions facing the children and families we plan to serve, and investors and donors support the mission.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,3,2021,55618,False,False
Think818,2019-01-01,https://think818.com/,"Dallas, Texas, United States","Community and Lifestyle, Financial Services, Media and Entertainment, Other","Advice, Financial Services, Retirement, Wealth Management",2783708.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,86288,False,False
Pinnacle Real Estate Group,2020-01-01,https://www.pinnacletcre.com,"Jensen Beach, Florida, United States","Other, Real Estate, Sales and Marketing","Commercial, Real Estate, Residential, Sales",1556772.0,"Pinnacle Real Estate Group is a real estate firm. They provide tools to search for homes, condos, land, and properties available. Their interactive map search allows one to view properties on a map and refines the search by drawing the boundaries around the area desired. They respond to customer inquiries by phone and contact form.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,63085,False,False
ManyRoofs,2019-01-01,https://manyroofs.com,"San Francisco, California, United States","Commerce and Shopping, Financial Services, Software","Leasing, Rental, Software",1506404.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,62537,False,False
Sodalite Brand Management,2020-01-01,https://sodalitebrandmanagement.com/,"Boston, Massachusetts, United States","Media and Entertainment, Sales and Marketing","Brand Marketing, Content, Marketing",2748771.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,85292,False,False
Readable English,2019-01-01,https://www.readablenglish.com/,"Indianapolis, Indiana, United States","Apps, Education, Software","E-Learning, EdTech, Education, Reading Apps",445991.0,Readable English is a multi-sensory reading program for students in grades 2-8. It utilizes phonemic awareness to boost reading comprehension and promote grade level reading. This multi-sensory reading program has been shown to close the gap for struggling readers and special needs students.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,35825,False,False
iWorkforce Solutions,2020-01-01,https://iworkforcesolutions.com,"The Woodlands, Texas, United States","Administrative Services, Professional Services","Human Resources, Recruiting, Staffing Agency",2579577.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,83191,False,False
IDEATE Medical,2020-01-01,https://www.ideatemedical.com/,"St Louis, Missouri, United States",Health Care,"Health Care, Medical, Medical Device",84760.0,"IDEATE Medical develops sterilization technology for the safe and rapid terminal sterilization of all endoscopic devices. The mission of IDEATE Medical is to lower the infection risk from the 75 million endoscope procedures conducted in the U.S. each year. IDEATE Medical understands the importance of efficacy, compatibility, and throughput and has developed a unique, innovative, low-temperature sterilization technology for the safe and rapid terminal sterilization of all endoscopic devices for every procedure.  Our technology utilizes the benefits of Vapor Hydrogen Peroxide (VHP) sterilization technology but incorporates key innovations to address the specific challenges associated with the terminal sterilization of long multi-channel endoscopic medical devices.  With its innovations, the most challenging endoscopic devices can be terminally sterilized in 30 minutes with no impact on the endoscopic device.",1-10,1.0,Early Stage Venture,2019-01-01,4000000.0,Series A,4000000.0,,1-10,Private,,,,,,0,4,2020,11429,False,False
Sun Auto Parts,2019-01-01,https://sunautoparts.com/index.php,"East Brunswick, New Jersey, United States",Transportation,Automotive,736396.0,Used Auto Parts  sells,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,45525,False,False
MiKashBoks,2020-01-01,https://mikashboks.com/,"Arlington, Massachusetts, United States","Financial Services, Software","Financial Services, FinTech, Software",405689.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,34118,False,False
Remedy Robotics,2020-01-01,http://www.remedyrobotics.com,"San Francisco, California, United States","Hardware, Health Care, Science and Engineering, Software","Medical, Medical Device, Robotics",147020.0,Remedy Robotics is changing the world as quickly and as painlessly as possible for as long as sites like Crunchbase will allow it to.,1-10,2.0,Seed,2022-01-01,0.0,Seed,0.0,2.0,1-10,Private,,,11.0,0.0,Medical Or Veterinary Science; Hygiene,2,4,2020,18039,False,False
Drysdale Advisory,2020-01-01,https://drysdale.net/,"St. Petersburg, Florida, United States","Commerce and Shopping, Financial Services, Payments","E-Commerce, Financial Services, FinTech, Payments",2906184.0,"Drysdale Advisory has years of experience working with global organizations, and emerging companies in the fintech, and payments sector. We help companies define, and invest in lucrative growth opportunities, and our results-oriented approach ensures value creation, with our proven track record, and market knowledge. In order to increase the short, and long-term value of businesses, we develop transformative strategies with our payment consulting clients.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,87563,False,False
Weavr Cafe,2021-08-25,https://www.weavr.cafe,"San Jose, California, United States","Community and Lifestyle, Education, Software","Communities, Education, Software",701309.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,44498,False,False
Desky,2020-05-01,https://desky.com,"Sweetwater, Tennessee, United States",Consumer Goods,Furniture,370948.0,"Welcome to the world of Desky - Your favourite adjustable sit-stand desk company. We're all about elevating your productivity and activating your workspace.  We're not just a desk company, we're a movement - literally! We're at the forefront of the standing desk revolution, making it easy for you to switch up your workday and keep things moving.  Our desks? Uniquely designed for optimal performance and stability, they're the long-lasting workstations you've been dreaming of. And let's not forget about our accessories - from under desk keyboard trays to monitor arms and stands, we've got everything you need to create a workspace that's as comfortable as it is productive. Working from home? We've got you covered. Our electric office desks are designed to help you feel healthy, reduce back pain, and boost productivity.  But we're not just about products, we're about people. Our in-house customer support is always ready to lend a hand, answering any questions you have before, during, and after your Desky purchase.  So, are you ready to ditch the old way of sitting all day and embrace the Desky high productivity way? Join us and experience a new kind of work experience. After all, as we like to say here at Desky, ""Wouldn't stand for anything less!""  Let's make your workspace work for you!",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2020,32506,False,False
Stitch,2021-01-01,https://www.stitch.vip/,"Boise, Idaho, United States","Information Technology, Internet Services, Sales and Marketing, Software","Brand Marketing, CRM, Internet, Marketing",967989.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,51564,False,False
Nidish,2020-01-01,https://nidish.com,"Novelty, Ohio, United States","Information Technology, Software","Information Technology, Software, Web Development",1235281.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,56923,False,False
Jigx,2020-01-01,https://jigx.com,"Snoqualmie, Washington, United States","Information Technology, Software","Information Technology, SaaS, Software, Web Development",321198.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,0.0,3.0,,6,4,2020,29935,False,False
Make4Covid,2020-01-01,http://make4covid.co,"Denver, Colorado, United States","Health Care, Manufacturing","Health Care, Health Diagnostics, Manufacturing, Medical",2984830.0,,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,4,2020,89315,False,False
Andy Blank,2019-01-01,https://www.andyblank.com,"Brooklyn, New York, United States","Consumer Goods, Media and Entertainment, Real Estate","Art, Consumer Goods, Home Decor",458945.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,36327,False,False
The Basketball Writers,2018-06-01,https://bballwriters.com/,"Elgin, Texas, United States",Internet Services,Internet,233265.0,"""The Basketball Writers"" is an online subscription content and media company that specializes in NBA, WNBA and Fantasy hoops. Built around an ethos of fair and equitable writer and reader treatment, it operates without ads, popup videos, clickbait or data selling, instead covering ""Just The Game"". Subscriptions directly support a writer of choice (or the whole team equally) while the reader enjoys all the high-level content.",1-10,1.0,Seed,2018-06-01,50000.0,Seed,50000.0,2.0,1-10,Private,,,,,,0,5,2018,24670,False,False
Enroll Medicare,2019-01-01,https://enrollmedicare.com,"Topeka, Kansas, United States","Financial Services, Health Care","Health Care, Health Insurance, Insurance, InsurTech",179284.0,,1-10,1.0,Seed,2022-04-07,250000.0,Seed,250000.0,,1-10,Private,,,,,,0,5,2019,20588,False,False
Auctic,2021-01-01,https://www.auctic.com,"Omaha, Nebraska, United States","Commerce and Shopping, Software","Marketplace, Software, Web Development",628855.0,"Auctic builds custom marketplace technology for surplus specialty marketplaces that uses tools such as standalone, metadata and taxonomy, current web design, and more.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,42344,False,False
Forensic Crash Specialists,2022-01-01,https://www.fcs.expert,"Santa Fe, New Mexico, United States","Professional Services, Transportation","Automotive, Consulting, Legal",1573835.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,1.0,,6,2,2022,64326,False,False
Fractal Software,2020-01-01,https://www.fractalsoftware.com/,"New York, New York, United States","Financial Services, Lending and Investments, Software","SaaS, Venture Capital",328693.0,"Fractal Software is launching the next generation of vertical SaaS startups. We’re a collective of former founders and operators who believe that all industries deserve best in class, modern software to enhance their businesses. We want to partner with entrepreneurs who share the same passion and conviction for these ideas.",51-100,0.0,,,0.0,,0.0,2.0,51-100,Private,,,0.0,0.0,,6,4,2020,30358,False,False
Point Climate Group,2019-12-23,http://www.pointclimate.com,"Greenwich, Connecticut, United States","Commerce and Shopping, Financial Services, Lending and Investments","Marketplace, Trading Platform",2734194.0,"At Point Climate Group we are creating a financial derivates and risk transfer marketplace that will capture the next generation of environmental risk management and mitigation. Our infrastructure will provide industries and institutions with the toolkit to manage and distribute financial risks arising from the structural changes taking place in the economy due to the impact of climate change, more stringent environmental policies, and the transition to a net zero emission economy. Point Climate Group brings efficiencies across the entire value chain of a market infrastructure provider. This includes, but is not limited to, market leading index and product innovation, contract standardization, seamless electronic execution with pre- and post-trade transparency as well as utilities such as data-analytics and education applications. Point Climate Group Inc. is a privately held company established in December 2019.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,85501,False,False
Commonwealth Strategic Solutions,2020-01-01,https://cw-ss.com,"Hampton, Virginia, United States","Administrative Services, Other, Professional Services","Consulting, Management Consulting, Project Management",2565292.0,Commonwealth Strategic Solutions is committed to recruiting professional and motivated workers while building lifetime relationships. If you want any information please contact them through email or phone call.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,83413,False,False
targetTap,2022-03-27,https://www.targetTap.com,"New York, New York, United States","Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Sales and Marketing, Software","Advertising, E-Commerce, Machine Learning, Marketing Automation, Social Media Marketing, Social Shopping, Software",450705.0,"With TargetTap, marketers don’t have to worry about their social commerce anymore because it’s put on autopilot. Our AI meta-analyzes shopping data and social content data to understand the customer and create a winning marketing formula. Then, generate context-rich social content, ads, and recruiting influencer based on the formula. Brands love it because TargetTap helps fix their ROI issues while scaling their social commerce.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,0.0,,6,1,2022,36024,False,False
